F1-known,F1-open,F1,Acc,dataset,method,known_cls_ratio,labeled_ratio,seed
81.2868,52.1175,81.0286,71.18,oos,MSP,0.75,1.0,7
41.0695,28.593000000000004,38.9901,34.77,stackoverflow,MSP,0.25,0.2,7
78.8369,26.114,75.5418,69.37,stackoverflow,DeepUnk,0.75,0.8,3
41.1094,20.8713,37.7364,31.38,stackoverflow,MSP,0.25,0.4,7
40.1773,18.7287,36.6026,30.62,stackoverflow,MSP,0.25,0.6,7
82.6725,35.7895,74.8587,70.86,snips,DOC,0.75,0.6,3
40.3523,14.877,36.1064,29.1,stackoverflow,MSP,0.25,0.8,7
42.0397,25.4672,39.2776,33.88,stackoverflow,MSP,0.25,1.0,7
82.6811,32.8571,74.3771,70.29,snips,DOC,0.75,0.8,3
66.5955,44.703,64.6053,58.4,stackoverflow,MSP,0.5,0.2,7
88.9471,84.2957,88.906,86.79,oos,ADB,0.75,0.8,4
68.4194,45.2812,66.3159,59.17,stackoverflow,MSP,0.5,0.4,7
76.8963,88.5127,77.0492,84.95,oos,OpenMax,0.5,1.0,3
83.7378,37.3702,76.0099,71.71,snips,DOC,0.75,1.0,3
79.278,26.943,76.007,69.78,stackoverflow,DeepUnk,0.75,1.0,3
66.0906,49.7143,60.6318,49.71,snips,DeepUnk,0.25,0.2,3
67.6935,38.7029,65.058,57.05,stackoverflow,MSP,0.5,0.6,7
66.8192,62.2517,65.2967,59.29,snips,DeepUnk,0.25,0.4,3
58.2585,74.7006,59.0806,67.08,banking,DOC,0.25,0.2,4
70.3871,67.9293,69.5678,63.71,snips,DeepUnk,0.25,0.6,3
67.0748,60.4775,64.8757,57.43,snips,DeepUnk,0.25,0.8,3
12.2213,59.982,12.644,45.37,oos,OpenMax,0.75,0.2,3
66.6564,80.1694,67.3321,73.7,banking,DOC,0.25,0.4,4
67.9417,65.2174,67.0336,61.14,snips,DeepUnk,0.25,1.0,3
67.3815,35.3161,64.4665,55.85,stackoverflow,MSP,0.5,0.8,7
70.0422,26.2626,61.2863,54.86,snips,DeepUnk,0.5,0.2,3
62.1125,74.5772,62.7357,68.21,banking,DOC,0.25,0.6,4
70.1575,27.5689,61.6397,55.71,snips,DeepUnk,0.5,0.4,3
68.9008,40.7048,66.3375,58.0,stackoverflow,MSP,0.5,1.0,7
69.3917,20.1058,59.5345,53.14,snips,DeepUnk,0.5,0.6,3
81.8813,52.9313,80.072,75.62,stackoverflow,MSP,0.75,0.2,7
66.374,76.4844,66.8795,70.42,banking,DOC,0.25,0.8,4
88.7452,84.2383,88.7054,86.63,oos,ADB,0.75,1.0,4
45.4508,66.8902,45.6405,60.12,oos,OpenMax,0.75,0.4,3
69.9868,20.3209,60.0536,54.14,snips,DeepUnk,0.5,0.8,3
71.6336,86.5948,74.1271,80.9,stackoverflow,ADB,0.25,0.2,4
62.6576,71.9804,63.1237,66.1,banking,DOC,0.25,1.0,4
81.5302,41.6706,79.0389,73.65,stackoverflow,MSP,0.75,0.4,7
70.6272,26.9036,61.8825,56.14,snips,DeepUnk,0.5,1.0,3
65.2601,61.501999999999995,65.1637,62.92,banking,DOC,0.5,0.2,4
73.0371,88.09100000000002,75.5461,82.85,stackoverflow,ADB,0.25,0.4,4
77.8819,27.4914,69.4835,65.29,snips,DeepUnk,0.75,0.2,3
57.0805,70.1826,57.1964,66.4,oos,OpenMax,0.75,0.6,3
81.0711,45.3988,75.1257,71.43,snips,DeepUnk,0.75,0.4,3
76.5298,71.4661,76.4,73.02,banking,DOC,0.5,0.4,4
81.6711,36.6293,78.85600000000002,73.1,stackoverflow,MSP,0.75,0.6,7
71.915,83.5737,73.8581,77.42,stackoverflow,ADB,0.25,0.6,4
80.5938,37.1336,73.3504,69.14,snips,DeepUnk,0.75,0.6,3
72.2766,56.4192,71.87,64.32,banking,DOC,0.5,0.6,4
79.962,34.8387,72.4415,68.29,snips,DeepUnk,0.75,0.8,3
82.0931,40.7266,79.5077,74.1,stackoverflow,MSP,0.75,0.8,7
73.0097,87.3858,75.4057,82.07,stackoverflow,ADB,0.25,0.8,4
60.4458,71.2158,60.5411,68.4,oos,OpenMax,0.75,0.8,3
74.9247,59.8187,74.5374,67.34,banking,DOC,0.5,0.8,4
80.3688,37.4194,73.2106,69.14,snips,DeepUnk,0.75,1.0,3
75.441,88.9434,77.6914,84.03,stackoverflow,ADB,0.25,1.0,4
44.2825,41.8466,44.1607,41.62,banking,DeepUnk,0.25,0.2,4
52.4695,54.3042,52.5612,51.01,banking,DeepUnk,0.25,0.4,4
53.2664,57.5211,53.4791,53.25,banking,DeepUnk,0.25,0.6,4
80.5001,83.8219,80.8021,81.9,stackoverflow,ADB,0.5,0.2,4
82.0738,39.8645,79.4358,74.23,stackoverflow,MSP,0.75,1.0,7
56.9729,0.0,37.9819,30.0,snips,MSP,0.25,0.2,7
56.958,0.0,37.972,29.86,snips,MSP,0.25,0.4,7
76.167,61.9289,75.8019,68.83,banking,DOC,0.5,1.0,4
56.8047,62.9597,57.1125,57.76,banking,DeepUnk,0.25,0.8,4
59.1763,0.0,39.4508,30.0,snips,MSP,0.25,0.6,7
56.4176,0.0,37.6117,29.86,snips,MSP,0.25,0.8,7
58.863,0.0,39.242,30.0,snips,MSP,0.25,1.0,7
79.0158,14.3369,66.08,63.86,snips,MSP,0.5,0.2,7
82.8011,86.2857,83.1179,84.57,stackoverflow,ADB,0.5,0.4,4
57.5133,66.5538,57.9653,60.88,banking,DeepUnk,0.25,1.0,4
77.7691,11.6788,64.551,63.71,snips,MSP,0.5,0.4,7
70.8114,48.8889,70.4398,65.94,banking,DOC,0.75,0.2,4
64.5462,36.5442,63.8282,53.31,banking,DeepUnk,0.5,0.2,4
77.282,9.5941,63.7445,62.71,snips,MSP,0.5,0.6,7
70.4227,50.7233,69.9176,61.59,banking,DeepUnk,0.5,0.4,4
78.2334,10.2564,64.638,63.43,snips,MSP,0.5,0.8,7
71.5363,57.63,71.1797,64.84,banking,DeepUnk,0.5,0.6,4
83.5623,87.1429,83.8878,85.4,stackoverflow,ADB,0.5,0.6,4
81.3329,58.4507,80.9451,75.49,banking,DOC,0.75,0.4,4
77.098,6.7416,63.0267,62.29,snips,MSP,0.5,1.0,7
75.8624,77.4893,75.8768,77.68,oos,OpenMax,0.75,1.0,3
84.0982,31.068,75.2598,76.0,snips,MSP,0.75,0.2,7
68.7658,86.0007,71.6383,80.22,stackoverflow,OpenMax,0.25,0.2,3
83.26100000000002,15.0538,71.8931,73.71,snips,MSP,0.75,0.4,7
74.2204,60.8988,73.8788,67.5,banking,DeepUnk,0.5,0.8,4
60.8865,73.296,62.9548,66.72,stackoverflow,OpenMax,0.25,0.4,3
84.0913,22.5641,73.8368,75.0,snips,MSP,0.75,0.6,7
83.4644,86.9042,83.7771,85.22,stackoverflow,ADB,0.5,0.8,4
84.3452,26.2626,74.6648,75.43,snips,MSP,0.75,0.8,7
64.2867,80.3386,66.962,73.98,stackoverflow,OpenMax,0.25,0.6,3
82.8904,55.2693,82.4223,76.3,banking,DOC,0.75,0.6,4
75.028,63.8649,74.7418,69.35,banking,DeepUnk,0.5,1.0,4
63.3848,78.4473,65.8952,72.1,stackoverflow,OpenMax,0.25,0.8,3
84.9406,6.7416,71.9074,74.0,snips,MSP,0.75,1.0,7
50.6243,50.5349,50.6199,48.02,banking,MSP,0.25,0.2,8
74.6647,27.0161,73.8571,65.88,banking,DeepUnk,0.75,0.2,4
50.5398,45.8374,50.3047,45.29,banking,MSP,0.25,0.4,8
84.4852,87.9748,84.8024,86.3,stackoverflow,ADB,0.5,1.0,4
48.6259,33.4284,47.86600000000001,38.44,banking,MSP,0.25,0.6,8
56.7687,66.0282,58.312,60.37,stackoverflow,OpenMax,0.25,1.0,3
49.4508,36.1218,48.7844,40.1,banking,MSP,0.25,0.8,8
79.4703,43.2196,78.8559,72.05,banking,DeepUnk,0.75,0.4,4
82.8445,50.4803,82.296,75.81,banking,DOC,0.75,0.8,4
49.8973,38.4695,49.3259,41.4,banking,MSP,0.25,1.0,8
83.0014,84.913,83.1751,83.67,stackoverflow,OpenMax,0.5,0.2,3
71.3516,57.2996,70.9913,64.19,banking,MSP,0.5,0.2,8
85.7406,73.7387,84.9905,81.98,stackoverflow,ADB,0.75,0.2,4
73.4458,51.3103,72.8783,63.54,banking,MSP,0.5,0.4,8
79.0335,78.188,78.9566,78.13,stackoverflow,OpenMax,0.5,0.4,3
81.467,49.1286,80.9189,74.42,banking,DeepUnk,0.75,0.6,4
72.8962,42.8642,72.1262,60.71,banking,MSP,0.5,0.6,8
77.7045,72.3762,77.2201,74.13,stackoverflow,OpenMax,0.5,0.6,3
86.3992,75.1758,85.6977,82.92,stackoverflow,ADB,0.75,0.4,4
83.8944,50.4837,83.3281,76.69,banking,DOC,0.75,1.0,4
73.4058,44.0447,72.6529,61.27,banking,MSP,0.5,0.8,8
73.4882,92.2714,73.9698,87.6,oos,DOC,0.25,0.2,4
73.5014,59.6179,72.2393,66.65,stackoverflow,OpenMax,0.5,0.8,3
72.9179,40.9159,72.0974,60.13,banking,MSP,0.5,1.0,8
71.9898,89.3682,72.4354,83.77,oos,DOC,0.25,0.4,4
82.4379,49.577,81.8809,75.45,banking,DeepUnk,0.75,0.8,4
78.6462,48.8628,78.1414,72.11,banking,MSP,0.75,0.2,8
86.6375,75.283,85.9278,83.13,stackoverflow,ADB,0.75,0.6,4
72.5926,54.7483,70.9704,63.92,stackoverflow,OpenMax,0.5,1.0,3
70.9942,88.2732,71.4373,82.44,oos,DOC,0.25,0.6,4
85.5998,71.4365,84.7146,81.32,stackoverflow,OpenMax,0.75,0.2,3
72.2191,88.5711,72.6384,82.95,oos,DOC,0.25,0.8,4
82.7536,37.6514,81.9891,73.77,banking,MSP,0.75,0.4,8
82.09100000000002,48.0818,81.5145,74.9,banking,DeepUnk,0.75,1.0,4
85.1231,64.7851,83.852,79.52,stackoverflow,OpenMax,0.75,0.4,3
50.5062,58.8539,50.7202,51.89,oos,DeepUnk,0.25,0.2,4
72.3918,88.0048,72.7921,82.35,oos,DOC,0.25,1.0,4
55.309,72.3066,55.7448,63.81,oos,DeepUnk,0.25,0.4,4
70.9084,86.9165,71.3189,80.91,oos,DeepUnk,0.25,0.6,4
84.3681,37.1783,83.5683,75.03,banking,MSP,0.75,0.6,8
86.8903,75.7041,86.1912,83.43,stackoverflow,ADB,0.75,0.8,4
64.6024,81.0639,65.0244,73.67,oos,DeepUnk,0.25,0.8,4
76.2883,82.0497,76.3641,78.39,oos,DOC,0.5,0.2,4
73.1857,88.7806,73.5856,83.32,oos,DeepUnk,0.25,1.0,4
86.3045,67.8526,85.1513,81.2,stackoverflow,OpenMax,0.75,0.6,3
84.7801,35.3398,83.9421,75.13,banking,MSP,0.75,0.8,8
77.8431,78.7748,77.8553,76.35,oos,DOC,0.5,0.4,4
67.4744,58.8328,67.3606,61.77,oos,DeepUnk,0.5,0.2,4
75.3338,73.7613,75.3131,72.58,oos,DeepUnk,0.5,0.4,4
85.1501,39.8496,84.3823,76.01,banking,MSP,0.75,1.0,8
77.7351,77.6356,77.7337,75.6,oos,DOC,0.5,0.6,4
73.1004,69.5605,73.0539,69.3,oos,DeepUnk,0.5,0.6,4
53.5487,69.148,53.9487,61.09,oos,MSP,0.25,0.2,8
52.2944,63.6256,52.5849,56.47,oos,MSP,0.25,0.4,8
72.705,68.7511,72.653,68.81,oos,DeepUnk,0.5,0.8,4
49.3691,55.8425,49.535,50.3,oos,MSP,0.25,0.6,8
78.3607,76.821,78.3405,75.23,oos,DOC,0.5,0.8,4
48.51300000000001,51.3162,48.5849,47.04,oos,MSP,0.25,0.8,8
77.1584,75.8007,77.1405,74.65,oos,DeepUnk,0.5,1.0,4
87.2387,75.8675,86.52799999999998,83.72,stackoverflow,ADB,0.75,1.0,4
86.447,65.961,85.1666,80.85,stackoverflow,OpenMax,0.75,0.8,3
49.8227,55.424,49.9663,50.12,oos,MSP,0.25,1.0,8
74.9767,81.4238,77.1257,76.14,snips,ADB,0.25,0.2,4
71.6108,75.1174,72.7797,69.71,snips,ADB,0.25,0.4,4
71.8738,68.5158,71.8296,68.91,oos,MSP,0.5,0.2,8
73.8509,37.6025,73.5301,61.93,oos,DeepUnk,0.75,0.2,4
77.9237,74.9608,77.8847,73.82,oos,DOC,0.5,1.0,4
71.0382,63.2665,70.9359,65.81,oos,MSP,0.5,0.4,8
73.4146,73.7349,73.5214,68.86,snips,ADB,0.25,0.6,4
79.4407,58.6689,79.2569,71.44,oos,DeepUnk,0.75,0.4,4
72.4493,77.0473,73.9819,71.57,snips,ADB,0.25,0.8,4
79.6967,75.6364,79.6608,77.47,oos,DOC,0.75,0.2,4
71.0574,61.7294,70.9346,64.98,oos,MSP,0.5,0.6,8
76.1817,83.3698,78.5777,78.29,snips,ADB,0.25,1.0,4
84.9424,56.8277,83.1852,77.98,stackoverflow,OpenMax,0.75,1.0,3
85.5385,63.0252,81.0359,74.86,snips,ADB,0.5,0.2,4
67.5183,41.6667,58.9011,46.0,snips,OpenMax,0.25,0.2,3
81.73,65.9487,81.5903,75.19,oos,DeepUnk,0.75,0.6,4
71.0638,61.089,70.9326,64.7,oos,MSP,0.5,0.8,8
82.3025,72.7144,82.2176,77.68,oos,DOC,0.75,0.4,4
66.5251,37.9147,56.9883,43.86,snips,OpenMax,0.25,0.4,3
70.5622,58.657,70.4056,63.25,oos,MSP,0.5,1.0,8
85.0854,54.1761,78.9035,71.0,snips,ADB,0.5,0.4,4
82.2104,67.1451,82.0771,75.96,oos,DeepUnk,0.75,0.8,4
65.6764,35.0482,55.467,42.29,snips,OpenMax,0.25,0.6,3
85.2695,63.5052,80.9166,74.71,snips,ADB,0.5,0.6,4
83.7736,74.2439,83.6893,79.26,oos,DOC,0.75,0.6,4
81.6914,69.8668,81.5868,76.75,oos,MSP,0.75,0.2,8
82.0544,66.47800000000001,81.9166,75.6,oos,DeepUnk,0.75,1.0,4
81.5868,62.8113,81.4207,74.44,oos,MSP,0.75,0.4,8
65.6048,31.8033,54.3377,40.57,snips,OpenMax,0.25,0.8,3
45.9463,24.2588,42.3317,32.38,stackoverflow,DeepUnk,0.25,0.2,4
85.40899999999998,55.2036,79.368,71.71,snips,ADB,0.5,0.8,4
82.1496,68.3427,82.0275,76.07,oos,DOC,0.75,0.8,4
45.0714,20.5987,40.9926,31.03,stackoverflow,DeepUnk,0.25,0.4,4
39.7825,11.4226,35.0559,27.0,stackoverflow,DeepUnk,0.25,0.6,4
81.6643,57.672,81.4519,73.07,oos,MSP,0.75,0.6,8
65.3954,26.6892,52.4933,38.0,snips,OpenMax,0.25,1.0,3
47.1191,17.8907,42.2477,29.98,stackoverflow,DeepUnk,0.25,0.8,4
85.6862,57.9646,80.1419,72.86,snips,ADB,0.5,1.0,4
75.6051,55.8416,71.6524,66.86,snips,OpenMax,0.5,0.2,3
48.1969,14.0816,42.511,28.0,stackoverflow,DeepUnk,0.25,1.0,4
84.4105,72.5871,84.3059,79.09,oos,DOC,0.75,1.0,4
71.5838,15.3846,60.344,53.86,snips,OpenMax,0.5,0.4,3
90.1731,66.6667,86.2553,82.71,snips,ADB,0.75,0.2,4
61.2702,25.2318,57.994,49.62,stackoverflow,DeepUnk,0.5,0.2,4
49.7259,15.4034,44.0055,28.33,stackoverflow,DOC,0.25,0.2,4
81.4098,56.1121,81.1859,72.51,oos,MSP,0.75,0.8,8
48.975,25.4664,45.0569,33.33,stackoverflow,DOC,0.25,0.4,4
63.1577,27.4597,59.9124,51.02,stackoverflow,DeepUnk,0.5,0.4,4
47.5097,6.9733,40.7536,24.7,stackoverflow,DOC,0.25,0.6,4
91.1009,69.9454,87.575,84.29,snips,ADB,0.75,0.4,4
74.8909,44.2953,68.7718,63.14,snips,OpenMax,0.5,0.6,3
81.6649,55.11,81.4299,72.4,oos,MSP,0.75,1.0,8
63.6525,24.2441,60.0699,50.07,stackoverflow,DeepUnk,0.5,0.6,4
48.81,19.3458,43.8993,30.53,stackoverflow,DOC,0.25,0.8,4
41.7727,28.593000000000004,39.576,35.08,stackoverflow,MSP,0.25,0.2,8
40.3288,21.907,37.2585,32.12,stackoverflow,MSP,0.25,0.4,8
90.6468,64.9425,86.3627,82.57,snips,ADB,0.75,0.6,4
71.7647,7.7612,58.964,53.14,snips,OpenMax,0.5,0.8,3
41.0691,16.4567,36.967,29.85,stackoverflow,MSP,0.25,0.6,8
42.8136,27.0177,40.181,34.72,stackoverflow,MSP,0.25,0.8,8
53.8213,55.354,54.0767,51.8,stackoverflow,DOC,0.25,1.0,4
90.2751,63.6103,85.831,81.86,snips,ADB,0.75,0.8,4
63.2332,25.6597,59.8174,50.53,stackoverflow,DeepUnk,0.5,0.8,4
40.8417,14.6642,36.4788,29.18,stackoverflow,MSP,0.25,1.0,8
62.5944,17.1463,58.4627,47.52,stackoverflow,DOC,0.5,0.2,4
72.844,22.8117,62.8376,56.86,snips,OpenMax,0.5,1.0,3
65.6023,40.0,63.2749,56.53,stackoverflow,MSP,0.5,0.2,8
82.7013,45.0867,76.4322,71.43,snips,OpenMax,0.75,0.2,3
81.3761,16.5354,70.5693,66.43,snips,OpenMax,0.75,0.4,3
66.5066,35.3716,63.6761,55.38,stackoverflow,MSP,0.5,0.4,8
66.0112,38.7247,63.5306,55.65,stackoverflow,DOC,0.5,0.4,4
63.9501,27.8734,60.6704,51.57,stackoverflow,DeepUnk,0.5,1.0,4
66.2266,32.8374,63.1912,54.77,stackoverflow,MSP,0.5,0.6,8
90.472,63.5569,85.9861,82.14,snips,ADB,0.75,1.0,4
65.5988,25.8911,61.989,51.22,stackoverflow,DOC,0.5,0.6,4
60.5388,84.4537,61.7346,76.98,banking,ADB,0.25,0.2,5
76.0764,17.8251,72.4357,66.68,stackoverflow,DeepUnk,0.75,0.2,4
66.3546,31.0146,63.1419,54.25,stackoverflow,MSP,0.5,0.8,8
68.8141,85.8216,69.6645,79.64,banking,ADB,0.25,0.4,5
84.8667,47.0238,78.5596,73.71,snips,OpenMax,0.75,0.6,3
68.9685,85.7948,69.8098,79.71,banking,ADB,0.25,0.6,5
68.9399,45.7255,66.8295,59.08,stackoverflow,DOC,0.5,0.8,4
76.5647,20.7835,73.0784,67.42,stackoverflow,DeepUnk,0.75,0.4,4
66.2404,29.6645,62.9154,53.98,stackoverflow,MSP,0.5,1.0,8
71.8031,87.3719,72.5815,81.79,banking,ADB,0.25,0.8,5
83.6355,37.2093,75.8978,71.43,snips,OpenMax,0.75,0.8,3
79.5992,47.4505,77.5899,72.78,stackoverflow,MSP,0.75,0.2,8
71.6006,87.2634,72.3838,81.72,banking,ADB,0.25,1.0,5
66.5204,34.1935,63.5816,54.52,stackoverflow,DOC,0.5,1.0,4
80.6075,42.2383,78.2094,72.82,stackoverflow,MSP,0.75,0.4,8
77.1813,24.9201,73.915,68.4,stackoverflow,DeepUnk,0.75,0.6,4
69.1032,76.8584,69.30199999999999,73.02,banking,ADB,0.5,0.2,5
82.2255,48.6576,80.1275,74.88,stackoverflow,MSP,0.75,0.6,8
78.0519,36.1868,75.4353,70.4,stackoverflow,DOC,0.75,0.2,4
75.742,79.6953,75.8433,77.31,banking,ADB,0.5,0.4,5
84.8804,44.9848,78.2312,73.43,snips,OpenMax,0.75,1.0,3
82.4888,48.6123,80.3715,75.08,stackoverflow,MSP,0.75,0.8,8
76.9113,24.9231,73.66199999999998,67.85,stackoverflow,DeepUnk,0.75,0.8,4
39.1502,88.1687,41.6011,80.32,banking,OpenMax,0.25,0.2,4
60.3656,89.5572,61.8252,83.51,banking,OpenMax,0.25,0.4,4
77.2939,79.7111,77.3559,77.92,banking,ADB,0.5,0.6,5
78.6877,32.3752,75.7932,70.33,stackoverflow,DOC,0.75,0.4,4
53.1651,88.1328,54.9135,81.36,banking,OpenMax,0.25,0.6,4
81.7097,39.2621,79.0567,73.4,stackoverflow,MSP,0.75,1.0,8
49.2318,0.0,32.8212,32.57,snips,MSP,0.25,0.2,8
50.1565,0.0,33.4377,32.57,snips,MSP,0.25,0.4,8
74.1857,90.2246,74.9876,85.52,banking,OpenMax,0.25,0.8,4
49.4646,0.0,32.9764,32.57,snips,MSP,0.25,0.6,8
51.0732,0.0,34.0488,32.57,snips,MSP,0.25,0.8,8
51.1201,0.0,34.0801,32.57,snips,MSP,0.25,1.0,8
71.1713,88.4409,72.0348,83.05,banking,OpenMax,0.25,1.0,4
77.5595,15.0538,65.0583,63.71,snips,MSP,0.5,0.2,8
78.0775,10.2941,64.5209,63.43,snips,MSP,0.5,0.4,8
79.4431,31.5627,76.4506,70.77,stackoverflow,DOC,0.75,0.6,4
80.4894,82.0357,80.5291,80.68,banking,ADB,0.5,0.8,5
13.2321,68.7975,14.6569,54.68,banking,OpenMax,0.5,0.2,4
76.9888,22.2105,73.5651,67.8,stackoverflow,DeepUnk,0.75,1.0,4
67.8305,60.9272,65.5294,57.86,snips,DeepUnk,0.25,0.2,4
77.2439,5.2829999999999995,62.8517,62.14,snips,MSP,0.5,0.6,8
63.1786,56.5574,60.9715,54.57,snips,DeepUnk,0.25,0.4,4
71.5081,74.2243,72.4135,69.14,snips,DeepUnk,0.25,0.6,4
37.7997,71.9112,38.6743,62.21,banking,OpenMax,0.5,0.4,4
77.9364,3.8023,63.1096,61.86,snips,MSP,0.5,0.8,8
63.8891,62.4187,63.399,58.71,snips,DeepUnk,0.25,0.8,4
77.3034,7.4627,63.3353,62.57,snips,MSP,0.5,1.0,8
79.1078,80.1117,79.1335,78.93,banking,ADB,0.5,1.0,5
27.6158,70.0943,28.705,58.6,banking,OpenMax,0.5,0.6,4
72.0838,72.418,72.1952,67.57,snips,DeepUnk,0.25,1.0,4
86.536,15.5556,74.7059,75.14,snips,MSP,0.75,0.2,8
80.3388,42.3077,72.7326,64.86,snips,DeepUnk,0.5,0.2,4
77.881,16.2544,74.0293,68.27,stackoverflow,DOC,0.75,0.8,4
86.7477,6.9364,73.4458,74.57,snips,MSP,0.75,0.4,8
82.353,52.8217,76.4467,69.43,snips,DeepUnk,0.5,0.4,4
87.5214,4.7059,73.7188,74.43,snips,MSP,0.75,0.6,8
81.2371,49.7717,74.944,67.86,snips,DeepUnk,0.5,0.6,4
76.8824,58.0958,76.5639,71.66,banking,ADB,0.75,0.2,5
82.3172,50.4505,75.9439,68.29,snips,DeepUnk,0.5,0.8,4
87.6493,4.6784,73.8208,74.14,snips,MSP,0.75,0.8,8
64.0093,77.2665,64.3492,72.92,banking,OpenMax,0.5,0.8,4
87.70200000000001,5.848,74.0597,74.86,snips,MSP,0.75,1.0,8
83.9582,54.5455,78.0757,70.43,snips,DeepUnk,0.5,1.0,4
50.46,51.7491,50.5245,48.83,banking,MSP,0.25,0.2,9
86.2323,46.729,79.6484,74.86,snips,DeepUnk,0.75,0.2,4
48.9732,41.1685,48.5829,42.37,banking,MSP,0.25,0.4,9
42.8293,72.0444,43.5784,63.7,banking,OpenMax,0.5,1.0,4
82.0017,63.5659,81.6892,77.05,banking,ADB,0.75,0.4,5
48.888999999999996,43.2796,48.6086,43.9,banking,MSP,0.25,0.6,9
87.649,50.6098,81.4758,76.71,snips,DeepUnk,0.75,0.4,4
49.5824,42.0589,49.2062,43.28,banking,MSP,0.25,0.8,9
79.0707,24.2659,75.6454,70.05,stackoverflow,DOC,0.75,1.0,4
87.8639,55.8824,82.5337,78.29,snips,DeepUnk,0.75,0.6,4
49.1964,39.1994,48.6966,41.79,banking,MSP,0.25,1.0,9
58.6999,7.1429,41.5142,29.43,snips,DOC,0.25,0.2,4
3.6118,40.0528,4.2295,26.23,banking,OpenMax,0.75,0.2,4
62.428999999999995,3.4483,42.7687,28.0,snips,DOC,0.25,0.4,4
68.1148,47.7344,67.5922,59.19,banking,MSP,0.5,0.2,9
59.5443,8.9219,42.6702,30.0,snips,DOC,0.25,0.6,4
87.1835,51.2346,81.192,77.0,snips,DeepUnk,0.75,0.8,4
72.3603,51.9056,71.8358,62.92,banking,MSP,0.5,0.4,9
60.2514,3.8241,41.4423,28.14,snips,DOC,0.25,0.8,4
59.2684,17.0819,45.2062,33.43,snips,DOC,0.25,1.0,4
19.629,42.7551,20.021,34.94,banking,OpenMax,0.75,0.4,4
83.854,67.1259,83.5704,79.29,banking,ADB,0.75,0.6,5
75.4388,0.6579,60.4826,54.43,snips,DOC,0.5,0.2,4
87.6803,53.4954,81.9828,77.71,snips,DeepUnk,0.75,1.0,4
70.5959,34.5257,69.671,56.59,banking,MSP,0.5,0.6,9
36.8574,16.634,35.8462,27.08,banking,DeepUnk,0.25,0.2,5
84.8498,49.8824,77.8563,69.57,snips,DOC,0.5,0.4,4
46.7767,43.6508,46.6204,43.02,banking,DeepUnk,0.25,0.4,5
51.3585,56.9007,51.6356,52.44,banking,DeepUnk,0.25,0.6,5
85.0525,53.3958,78.7212,71.29,snips,DOC,0.5,0.6,4
70.9235,31.5119,69.9129,55.88,banking,MSP,0.5,0.8,9
51.8377,54.8536,51.9885,51.53,banking,DeepUnk,0.25,0.8,5
84.8311,48.7923,77.6234,69.57,snips,DOC,0.5,0.8,4
71.5674,33.2282,70.5843,56.79,banking,MSP,0.5,1.0,9
41.0715,45.7538,41.1509,46.46,banking,OpenMax,0.75,0.6,4
53.2208,57.8582,53.4527,53.93,banking,DeepUnk,0.25,1.0,5
58.6816,28.3938,57.9049,47.76,banking,DeepUnk,0.5,0.2,5
80.3438,52.9455,79.8794,73.99,banking,MSP,0.75,0.2,9
85.28299999999999,68.8733,85.0048,80.91,banking,ADB,0.75,0.8,5
85.76700000000002,57.2727,80.0682,73.0,snips,DOC,0.5,1.0,4
88.5129,49.6774,82.0403,77.57,snips,DOC,0.75,0.2,4
68.7425,53.506,68.3518,61.62,banking,DeepUnk,0.5,0.4,5
83.2314,46.9643,82.6167,75.97,banking,MSP,0.75,0.4,9
89.6187,46.3668,82.41,77.71,snips,DOC,0.75,0.4,4
70.9673,56.3454,70.5923,64.03,banking,DeepUnk,0.5,0.6,5
42.651,45.9893,42.7076,47.47,banking,OpenMax,0.75,0.8,4
89.5806,45.6747,82.26299999999998,77.57,snips,DOC,0.75,0.6,4
85.3121,68.3344,85.0243,80.88,banking,ADB,0.75,1.0,5
72.2629,90.7416,72.7367,85.63,oos,ADB,0.25,0.2,5
73.8448,91.0049,74.2848,86.14,oos,ADB,0.25,0.4,5
90.3988,56.4935,84.7479,80.71,snips,DOC,0.75,0.8,4
83.7614,38.7537,82.9986,75.58,banking,MSP,0.75,0.8,9
71.51899999999998,57.1429,71.1504,64.58,banking,DeepUnk,0.5,0.8,5
40.2167,45.5209,40.3066,46.56,banking,OpenMax,0.75,1.0,4
78.1024,92.7218,78.4773,88.74,oos,ADB,0.25,0.6,5
22.7311,90.3629,24.4653,82.95,oos,OpenMax,0.25,0.2,4
89.6147,41.7582,81.6386,77.14,snips,DOC,0.75,1.0,4
45.1104,92.0474,46.31399999999999,86.23,oos,OpenMax,0.25,0.4,4
43.6327,58.1266,44.3574,50.06,banking,DOC,0.25,0.2,5
78.5863,92.8043,78.9509,88.86,oos,ADB,0.25,0.8,5
71.9779,56.5445,71.5821,64.55,banking,DeepUnk,0.5,1.0,5
84.7608,46.4385,84.1113,77.47,banking,MSP,0.75,1.0,9
71.0516,94.4035,71.6504,90.67,oos,OpenMax,0.25,0.6,4
55.0095,71.2943,55.4271,63.7,oos,MSP,0.25,0.2,9
67.9294,84.323,68.7491,77.82,banking,DOC,0.25,0.4,5
54.6444,69.7998,55.033,62.35,oos,MSP,0.25,0.4,9
60.3232,93.3126,61.1691,88.7,oos,OpenMax,0.25,0.8,4
78.7366,92.8894,79.0995,88.98,oos,ADB,0.25,1.0,5
75.7431,21.3472,74.8212,66.43,banking,DeepUnk,0.75,0.2,5
48.4426,92.3644,49.5688,86.91,oos,OpenMax,0.25,1.0,4
